Date,ShareLink,ShareCommentary,Uber Story
4/14/2020,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6655903172432920576,"I'm helping scope a product to scale an offering that's providing food and goods to those in need given the COVID epidemic, and we need development help! 
  
  For background, Intellihelp matches those in need with those who can give with 100% peer-to-peer donations of essential food and OTC medications. 
  
  Traction to Date: 
  -In 3 weeks the user base is already over 50,000 people in the US (through a FB group) 
  -This could turn into a decentralized version of Red Cross / or the Uber of P2P giving 
  
  Askers are mostly single women with children, elderly, and lower income folks who are isolated in their homes. In helping to facilitate these transactions, Intellihelp helps people survive.  
  
  To help millions more, we need technical talent to develop this platform for scale. If you’re interested in helping, reach out to learn more about the product requirements! 
  
  Current folks helping with the project: 
  Ron Lynch - Direct Response expert in brand launches 
  Gonzalo Paternoster - Systems Expert 
  Bing Howenstein - Business Launch Expert 
  Sachit Gupta - Podcaster and Marketer 
  Jessica Hershfield - Tech Product leader 
  Bradley Jacobs - Operations and Launch logistics 
  
  
  
  #corona #sidehustle #help #covid #engineering #product #tech #development","I'm helping scope a product to scale an offering that's providing food and goods to those in need given the COVID epidemic, and we need development help! 
  
  For background, Intellihelp matches those in need with those who can give with 100% peer-to-peer donations of essential food and OTC medications. 
  
  Traction to Date: 
  -In 3 weeks the user base is already over 50,000 people in the US (through a FB group) 
  -This could turn into a decentralized version of Red Cross / or the Uber of P2P giving 
  
  Askers are mostly single women with children, elderly, and lower income folks who are isolated in their homes. In helping to facilitate these transactions, Intellihelp helps people survive.  
  
  To help millions more, we need technical talent to develop this platform for scale. If you’re interested in helping, reach out to learn more about the product requirements! 
  
  Current folks helping with the project: 
  Ron Lynch - Direct Response expert in brand launches 
  Gonzalo Paternoster - Systems Expert 
  Bing Howenstein - Business Launch Expert 
  Sachit Gupta - Podcaster and Marketer 
  Jessica Hershfield - Tech Product leader 
  Bradley Jacobs - Operations and Launch logistics 
  
  
  
  #corona #sidehustle #help #covid #engineering #product #tech #development"
6/2/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6938145109762871296,"I'd always wanted to start and have my own business.  
  
  I started and failed, so many times. 
  
  In college, I worked with a few friends to start a stock trading game. We never even launched. 
  
  After college, I built a website to maximize credit card points. We never got off the ground. 
  
  I then worked with two friends for 9 months to build a travel recommendations engine within your network. We never launched. 
  
  I also had countless other energizing chats with friends where we agreed to pursue a project only for it to lose steam in 2-3 weeks.  
  
  When I quit Uber, I decided these  false starts  were over. I was going to follow through on ONE project, and not stop or give up no matter what. 
  
  It took me nearly two years to decide what to move forward with because I knew I needed something I could work on every day for at least 7-10 years. 
  
  When I finally had a problem to solve I was genuinely excited about, I committed to it. I incorporated. I moved forward. And no matter how hard it got, I kept pushing. 
  
  If you have that entrepreneurial spirit, these  false starts  probably resonate with you.  
  
  The only way to see something through is to  
  
  1. Pick something you're genuinely passionate about 
  2. Commit to it with everything you got 
  
  It's going to get hard. You're going to get rejected. You're going to have  failures.  And it's how you decide to react to those that determines whether it's a  false start  or a business.","I'd always wanted to start and have my own business.  
  
  I started and failed, so many times. 
  
  In college, I worked with a few friends to start a stock trading game. We never even launched. 
  
  After college, I built a website to maximize credit card points. We never got off the ground. 
  
  I then worked with two friends for 9 months to build a travel recommendations engine within your network. We never launched. 
  
  I also had countless other energizing chats with friends where we agreed to pursue a project only for it to lose steam in 2-3 weeks.  
  
  When I quit Uber, I decided these  false starts  were over. I was going to follow through on ONE project, and not stop or give up no matter what. 
  
  It took me nearly two years to decide what to move forward with because I knew I needed something I could work on every day for at least 7-10 years. 
  
  When I finally had a problem to solve I was genuinely excited about, I committed to it. I incorporated. I moved forward. And no matter how hard it got, I kept pushing. 
  
  If you have that entrepreneurial spirit, these  false starts  probably resonate with you.  
  
  The only way to see something through is to  
  
  1. Pick something you're genuinely passionate about 
  2. Commit to it with everything you got 
  
  It's going to get hard. You're going to get rejected. You're going to have  failures.  And it's how you decide to react to those that determines whether it's a  false start  or a business."
9/8/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6973713439995166720,"I worked at Uber in Operations and Launch for 4.5 years from 2014 to 2018.  
  
  It was a great experience, but after a while I felt burnt out, under valued, and like I'd reached my ceiling. So I quit.  
  
  I wanted to explore starting a company, and needed to pay the bills in the meantime. So I sought out part-time consulting work. And my life changed forever.  
  
  I found my first client from my LinkedIn messages, and quickly built up my independent consulting business up to $25k / month working only 25 hours per week.  
  
  I became incredibly passionate about this way of working. It was so powerful! 
  
  So I founded Mylance so that everyone can work for themselves, part-time, make great money, and add value to incredible companies. 
  
  To me, one single source of income is scary and powerless. Monetizing your knowledge and experience through consulting gives you the power back of your earning potential and time.","I worked at Uber in Operations and Launch for 4.5 years from 2014 to 2018.  
  
  It was a great experience, but after a while I felt burnt out, under valued, and like I'd reached my ceiling. So I quit.  
  
  I wanted to explore starting a company, and needed to pay the bills in the meantime. So I sought out part-time consulting work. And my life changed forever.  
  
  I found my first client from my LinkedIn messages, and quickly built up my independent consulting business up to $25k / month working only 25 hours per week.  
  
  I became incredibly passionate about this way of working. It was so powerful! 
  
  So I founded Mylance so that everyone can work for themselves, part-time, make great money, and add value to incredible companies. 
  
  To me, one single source of income is scary and powerless. Monetizing your knowledge and experience through consulting gives you the power back of your earning potential and time."
9/30/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6981640011938947072,"I went from making under $50 / hr as the Head of Carrier Operations at Uber Freight, to over $250 / hr working for myself as a consultant. 
  
  Overnight.  
  
  Here's how that math shakes out: 
  
  Uber 
  -60 hour weeks (being generous) 
  -48 weeks per year 
  -$41.67 / hour 
  -$120k annual salary 
  
  Consulting 
  -$250/ hr 
  -25 hours per week 
  -$25k / month ($275k salary working 11 months per year at 25 hours per week) 
  
  So I made 129% the annual salary in 41.7% of the hours worked at 6x the hourly rate. 
  
  Remind me why I'd go back to corporate again?","I went from making under $50 / hr as the Head of Carrier Operations at Uber Freight, to over $250 / hr working for myself as a consultant. 
  
  Overnight.  
  
  Here's how that math shakes out: 
  
  Uber 
  -60 hour weeks (being generous) 
  -48 weeks per year 
  -$41.67 / hour 
  -$120k annual salary 
  
  Consulting 
  -$250/ hr 
  -25 hours per week 
  -$25k / month ($275k salary working 11 months per year at 25 hours per week) 
  
  So I made 129% the annual salary in 41.7% of the hours worked at 6x the hourly rate. 
  
  Remind me why I'd go back to corporate again?"
10/27/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6991383250296340480,"I went from making under $50 / hr as a Senior Manager at Uber, to over $250 / hr working for myself as an independent consultant. 
    
   Here's what it took for me to make this a reality: 
    
   1. I was sick of working for someone else and felt undervalued for the work I was dong. So, I quit. 
  
   2. I didn’t line anything up. I needed time off, and I needed to clear my mind, so I took a few months to travel, write, and focus on me. 
  
   3. Then, I decided it was time for my own thing. I had previously tried to start a company many times before. I call those false starts. It was time to give it everything I had. I was done with the false starts. 
  
   4. But going out on my own started like any other time. I picked a problem I wanted to solve and researched the market. But here’s where everything changed. 
  
   5. Instead of building something, I started selling. I didn’t make a website, buy a domain, or get a logo. I started talking to people. I networked. I put myself out there. I was curious about peoples’ businesses. I asked questions. 
  
   6. As the conversations went, I’d see if there was an opportunity to help them. If there was, I’d tell them I’d send over a proposal in 24 hours.  
  
   7. If there wasn’t an opportunity, I asked for 2 introductions to people in their network. I ended up having more warm intros and calls than I ever could’ve asked for. 
  
   8. Some days, I didn’t feel like working. This is what happened in the past with my false starts. But this time, I had a plan. I’d make a very short to do list the night before. If I woke up feeling unmotivated, I’d knock out only the items on the to do list, and take the rest of the day off. It worked. I did only things that would move the business forward, even when I wasn’t feeling well. 
  
   9. Further, to boost my confidence when I was struggling, I made a list of all the accomplishments I had. Even the small ones, like writing my first LinkedIn post, earning my first $100, having 10 calls, etc. Whenever I was feeling down, I’d revisit the list of accomplishments to see how far I'd come. 
  
   10. Over the 4 years since I left Uber, I’ve averaged over $25k / month working only 25 hours per week. I'm not special. I'm not unique. If you're reading this, you can do it too.","I went from making under $50 / hr as a Senior Manager at Uber, to over $250 / hr working for myself as an independent consultant. 
    
   Here's what it took for me to make this a reality: 
    
   1. I was sick of working for someone else and felt undervalued for the work I was dong. So, I quit. 
  
   2. I didn’t line anything up. I needed time off, and I needed to clear my mind, so I took a few months to travel, write, and focus on me. 
  
   3. Then, I decided it was time for my own thing. I had previously tried to start a company many times before. I call those false starts. It was time to give it everything I had. I was done with the false starts. 
  
   4. But going out on my own started like any other time. I picked a problem I wanted to solve and researched the market. But here’s where everything changed. 
  
   5. Instead of building something, I started selling. I didn’t make a website, buy a domain, or get a logo. I started talking to people. I networked. I put myself out there. I was curious about peoples’ businesses. I asked questions. 
  
   6. As the conversations went, I’d see if there was an opportunity to help them. If there was, I’d tell them I’d send over a proposal in 24 hours.  
  
   7. If there wasn’t an opportunity, I asked for 2 introductions to people in their network. I ended up having more warm intros and calls than I ever could’ve asked for. 
  
   8. Some days, I didn’t feel like working. This is what happened in the past with my false starts. But this time, I had a plan. I’d make a very short to do list the night before. If I woke up feeling unmotivated, I’d knock out only the items on the to do list, and take the rest of the day off. It worked. I did only things that would move the business forward, even when I wasn’t feeling well. 
  
   9. Further, to boost my confidence when I was struggling, I made a list of all the accomplishments I had. Even the small ones, like writing my first LinkedIn post, earning my first $100, having 10 calls, etc. Whenever I was feeling down, I’d revisit the list of accomplishments to see how far I'd come. 
  
   10. Over the 4 years since I left Uber, I’ve averaged over $25k / month working only 25 hours per week. I'm not special. I'm not unique. If you're reading this, you can do it too."
6/6/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6939646051884646401,"I was in meetings all day every day with no time to do my actual  work.  Sound like your life? 
  
  That all ended for me when I started consulting. Sure I had to jump on calls here and there, but I was no longer in meetings all day. 
  
  I had command of my schedule and the scope of my projects. I could choose exactly the parts of my role I loved, and remove from the scope anything I didn't love. 
  
  As an example, for one of my clients I led the launch of a food delivery marketplace. I taught them how to pitch and onboard restaurants. I helped them with eater promotions and marketing. I helped them with the pricing for their cars and how to balance the marketplace dynamics. I told them who to hire, how to vet and interview, and how to set up the org structure. I set up a customer support infrastructure for them. 
  
  I told them explicitly I would not be responding to restaurant inquiries or answer eater emails. I was not on-call for urgent matters. I did not sit in meetings all day.  
  
  I advised and executed on the parts I enjoyed the most. 
  
  And I got paid WAY more than my Uber salary, for less time. And more enjoyable time! 
  
  Believe it or not, there is a way to construct your work life in a way that you love and isn't consumed by meetings.  
  
  It starts with honing your niche, identifying your ideal client, and putting yourself out there. 
  
  And that's why we built Mylance.","I was in meetings all day every day with no time to do my actual  work.  Sound like your life? 
  
  That all ended for me when I started consulting. Sure I had to jump on calls here and there, but I was no longer in meetings all day. 
  
  I had command of my schedule and the scope of my projects. I could choose exactly the parts of my role I loved, and remove from the scope anything I didn't love. 
  
  As an example, for one of my clients I led the launch of a food delivery marketplace. I taught them how to pitch and onboard restaurants. I helped them with eater promotions and marketing. I helped them with the pricing for their cars and how to balance the marketplace dynamics. I told them who to hire, how to vet and interview, and how to set up the org structure. I set up a customer support infrastructure for them. 
  
  I told them explicitly I would not be responding to restaurant inquiries or answer eater emails. I was not on-call for urgent matters. I did not sit in meetings all day.  
  
  I advised and executed on the parts I enjoyed the most. 
  
  And I got paid WAY more than my Uber salary, for less time. And more enjoyable time! 
  
  Believe it or not, there is a way to construct your work life in a way that you love and isn't consumed by meetings.  
  
  It starts with honing your niche, identifying your ideal client, and putting yourself out there. 
  
  And that's why we built Mylance."
7/26/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6957804970490347520,"I wanted to find part-time work that could pay my bills while I started a company. 
  
  Here's what I did: 
  
  I reached out to 11 companies who seemed like they could benefit from my experience at Uber. Some of them had reached out to me on LinkedIn for a full-time role, so I just responded that I was open to part-time instead. 
  
  10 companies either ignored me or said  no. 
  
  That was discouraging. Rejection sucks.  
  
  One company said they were interested to learn more, and we jumped on a call. 
  
  That call led to an interview which led to a proposal and to my first client. 
  
  That client paid me $25k / month in 25 hours per week! Over double my Uber salary. 
  
  I put myself out there. I got rejected. I kept going, and I had a win. And that  win  more than exceeded my expectations for what I could make part-time. 
  
  Many others would have stopped after 5 or 7 or 9 rejections. 
  
  If you keep going and you learn on your way, you're going to have success. The key is to start in the first place.","I wanted to find part-time work that could pay my bills while I started a company. 
  
  Here's what I did: 
  
  I reached out to 11 companies who seemed like they could benefit from my experience at Uber. Some of them had reached out to me on LinkedIn for a full-time role, so I just responded that I was open to part-time instead. 
  
  10 companies either ignored me or said  no. 
  
  That was discouraging. Rejection sucks.  
  
  One company said they were interested to learn more, and we jumped on a call. 
  
  That call led to an interview which led to a proposal and to my first client. 
  
  That client paid me $25k / month in 25 hours per week! Over double my Uber salary. 
  
  I put myself out there. I got rejected. I kept going, and I had a win. And that  win  more than exceeded my expectations for what I could make part-time. 
  
  Many others would have stopped after 5 or 7 or 9 rejections. 
  
  If you keep going and you learn on your way, you're going to have success. The key is to start in the first place."
7/18/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6954845618456412160,"I used my Uber Ops experience to build a 6-figure consulting business in 2019. 
  
  Here are the first two things I did to be successful: 
  
  
  First, I crafted a niche for myself. Telling companies I was an expert  in Operations  was useless. I learned I needed to be incredibly specific and tangible in my offer. I ended up with a few niches leaning on both my Uber Eats and Uber Freight experience. For Freight, I told companies: 
  
  I specialize in helping scale your logistics company through automation and process, given my experience launching and leading the automation team at Uber Freight to a $1B valuation in 2 years. 
  
  Immediately this sentence does two things: 
  
  1. It validates me and my experience 
  2. It shows what kind of value I can add to your company 
  
  Logistics founders and leaders would immediately perk up and be interested in learn more. 
  
  Second, I put myself out there. I networked. I was curious about others' businesses. I responded to inbounds. I jumped on calls I wouldn't normally. 
  
  And then, and this is crucial, when I saw an opportunity for me to help a company, I went for it. I suggested helping them in a  formal arrangement  where we could achieve the outcomes they were striving for together. 
  
  I told them we could start small and build from there, and I got my foot in the door. I promised accurately and overdelivered, especially early on, which got me more business. 
  
  My consulting business felt too good to be true: 2x more than my W2 salary in half the hours? It wasn't, and I continue to see colleagues doing the same! 
  
  If you've been wanting to work for yourself, this is the content you need today to push you over the edge and take that first step!","I used my Uber Ops experience to build a 6-figure consulting business in 2019. 
  
  Here are the first two things I did to be successful: 
  
  
  First, I crafted a niche for myself. Telling companies I was an expert  in Operations  was useless. I learned I needed to be incredibly specific and tangible in my offer. I ended up with a few niches leaning on both my Uber Eats and Uber Freight experience. For Freight, I told companies: 
  
  I specialize in helping scale your logistics company through automation and process, given my experience launching and leading the automation team at Uber Freight to a $1B valuation in 2 years. 
  
  Immediately this sentence does two things: 
  
  1. It validates me and my experience 
  2. It shows what kind of value I can add to your company 
  
  Logistics founders and leaders would immediately perk up and be interested in learn more. 
  
  Second, I put myself out there. I networked. I was curious about others' businesses. I responded to inbounds. I jumped on calls I wouldn't normally. 
  
  And then, and this is crucial, when I saw an opportunity for me to help a company, I went for it. I suggested helping them in a  formal arrangement  where we could achieve the outcomes they were striving for together. 
  
  I told them we could start small and build from there, and I got my foot in the door. I promised accurately and overdelivered, especially early on, which got me more business. 
  
  My consulting business felt too good to be true: 2x more than my W2 salary in half the hours? It wasn't, and I continue to see colleagues doing the same! 
  
  If you've been wanting to work for yourself, this is the content you need today to push you over the edge and take that first step!"
12/28/2021,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6881666267548385280,"I turned a $5k budget into a $21.3k project during my consulting days. Here's what happened. 
  
  During a call with a manager at a Series D Freight company, he told me they had a need for someone with tech and logistics experience to come in and help align their Ops and Product team in a 4 week project, and their budget was $5k.  
  
  For my goals at the time, that wasn't worth it. So, I emailed back saying I appreciated the interest, but I was going to out deliver the project scope, and thus would need a much higher rate.  
  
  His response: “try me, we’re not rigid with that budget.”  
  
  Ok then. I'll give it a shot. I wrote out a proposal, stating clearly what I would do that met their project requirements, and what I would do that went far above and beyond the project requirements.  
  
  I also noted why I was the best person for the job given I’d done almost identical work at Uber Freight successfully. I calculated with my hourly rate and how long I thought the project would take: I needed $21,300 to complete the project (giving them a 15% discount on my $250 / hr rate).  
  
  After an interview and a little bit of back and forth, they agreed to the project and the exact rate I proposed. What’s even better: while I was on this project, I got my hands a bit involved in some other work, and we agreed to a 3 month retainer afterwards at $5k / month for simple advisory work. 
  
  What I learned →  
  
  Just because there’s a stated budget for something doesn’t mean you can’t negotiate.  
  
  It is important to ask the client if their budget has any flexibility, because if there isn't any room, you don’t want to waste yours or their time.  
  
  All the companies I’ve negotiated with understand I need to value my time appropriately, and nobody has ever been offended for what I’ve asked, or if I have to politely decline the project because it doesn’t work for me.  
  
  Don’t forget that you’re in the driver seat here - your clients often need you more than you need them, and sometimes you’ll turn down some projects and that’s okay!  
  
  Stick to what's true for you and where you feel appropriately valued for the work. And when it doubt, simply ASK for what you want.  
  
  Someone else in my shoes would've just turned down the project saying $5k wasn't enough. But I opened the door by telling them I'd deliver so much more, and that set me up to get a much higher valued project.","I turned a $5k budget into a $21.3k project during my consulting days. Here's what happened. 
  
  During a call with a manager at a Series D Freight company, he told me they had a need for someone with tech and logistics experience to come in and help align their Ops and Product team in a 4 week project, and their budget was $5k.  
  
  For my goals at the time, that wasn't worth it. So, I emailed back saying I appreciated the interest, but I was going to out deliver the project scope, and thus would need a much higher rate.  
  
  His response: “try me, we’re not rigid with that budget.”  
  
  Ok then. I'll give it a shot. I wrote out a proposal, stating clearly what I would do that met their project requirements, and what I would do that went far above and beyond the project requirements.  
  
  I also noted why I was the best person for the job given I’d done almost identical work at Uber Freight successfully. I calculated with my hourly rate and how long I thought the project would take: I needed $21,300 to complete the project (giving them a 15% discount on my $250 / hr rate).  
  
  After an interview and a little bit of back and forth, they agreed to the project and the exact rate I proposed. What’s even better: while I was on this project, I got my hands a bit involved in some other work, and we agreed to a 3 month retainer afterwards at $5k / month for simple advisory work. 
  
  What I learned →  
  
  Just because there’s a stated budget for something doesn’t mean you can’t negotiate.  
  
  It is important to ask the client if their budget has any flexibility, because if there isn't any room, you don’t want to waste yours or their time.  
  
  All the companies I’ve negotiated with understand I need to value my time appropriately, and nobody has ever been offended for what I’ve asked, or if I have to politely decline the project because it doesn’t work for me.  
  
  Don’t forget that you’re in the driver seat here - your clients often need you more than you need them, and sometimes you’ll turn down some projects and that’s okay!  
  
  Stick to what's true for you and where you feel appropriately valued for the work. And when it doubt, simply ASK for what you want.  
  
  Someone else in my shoes would've just turned down the project saying $5k wasn't enough. But I opened the door by telling them I'd deliver so much more, and that set me up to get a much higher valued project."
8/27/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6969406558027862016,"I thought launching Uber Eats in various cities prepared me for starting my own company. 
  
  I couldn’t have been more wrong. 
  
  First, at Uber I had access to incredible resources. The biggest one being Uber’s talent pool. I had the guidance of a GM. Help from the pricing team. Our PR team got us newspaper and radio placements. 
  
  And most importantly, I could pull Operations and Marketing talent from the cities teams to help us launch. This could not be more different when it’s your own company and you have to go find (and pay for!) great talent. 
  
  Second and most importantly, when launching a new city for Uber, the product already had product market fit. Sure it was still a ton of effort, late nights, and hustle to launch the city, but the product was proven. 
  
  If we followed the playbook well and customize it for our city, we’d success, and we knew how to grow the business unit (referrals, some paid marketing, and tons of organic “word of mouth” worked for Uber). 
  
  With my own company, I have to do EVERYTHING from scratch, starting with forming an entity, finding lawyers to help me issue equity and set things up properly, coming up with a not horrible name, building and launching a website, and finding money to fund all of that before anything has actually happened! 
  
  Once that’s all done, I need to find product market fit. This means doing tons of customer interviews and coming up with solutions. And once I have solutions, I need to test those solutions while still serving existing customers and keeping everything else afloat. 
  
  While I learned a ton and got an incredible experience launching Uber Eats in Miami and Milan, it paled in comparison to actually launching my own thing! Nothing can adequately prepare you for that. 
  
  My tip: make sure you have a support system (I got a team of advisors) and are really in love with the problem you’re solving - there’s no shortcuts along the way.","I thought launching Uber Eats in various cities prepared me for starting my own company. 
  
  I couldn’t have been more wrong. 
  
  First, at Uber I had access to incredible resources. The biggest one being Uber’s talent pool. I had the guidance of a GM. Help from the pricing team. Our PR team got us newspaper and radio placements. 
  
  And most importantly, I could pull Operations and Marketing talent from the cities teams to help us launch. This could not be more different when it’s your own company and you have to go find (and pay for!) great talent. 
  
  Second and most importantly, when launching a new city for Uber, the product already had product market fit. Sure it was still a ton of effort, late nights, and hustle to launch the city, but the product was proven. 
  
  If we followed the playbook well and customize it for our city, we’d success, and we knew how to grow the business unit (referrals, some paid marketing, and tons of organic “word of mouth” worked for Uber). 
  
  With my own company, I have to do EVERYTHING from scratch, starting with forming an entity, finding lawyers to help me issue equity and set things up properly, coming up with a not horrible name, building and launching a website, and finding money to fund all of that before anything has actually happened! 
  
  Once that’s all done, I need to find product market fit. This means doing tons of customer interviews and coming up with solutions. And once I have solutions, I need to test those solutions while still serving existing customers and keeping everything else afloat. 
  
  While I learned a ton and got an incredible experience launching Uber Eats in Miami and Milan, it paled in comparison to actually launching my own thing! Nothing can adequately prepare you for that. 
  
  My tip: make sure you have a support system (I got a team of advisors) and are really in love with the problem you’re solving - there’s no shortcuts along the way."
1/19/2023,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7021874533359845376,"I talk a lot about the money I made as a consultant. 
  
  But much more importantly, it gave me the freedom and flexibility I was looking for. 
  
  I had left Uber. I was incredibly burnt out, and I needed a break. 
  
  But I also needed to make money and I was curious how my expertise would be valued by other start-ups.  
  
  As I found clients, I made sure to limit my scope and work hours to 25 hours per week. I didn't join my clients' Slack channels and I set clear boundaries when I could be reached (hint: not after 5pm). 
  
  This allowed me to pursue other endeavors (which, frankly, was the real reason I'd quit my job). 
  
  I tested start-up ideas. I started a blog. I bought (and sold) an e-commerce company. And I had free time. I explored San Francisco. I spent time with my new puppy and invested in my relationship. I got to take a half-step back from the crazy 4 years busting my butt at Uber.  
  
  And now I could work on my own terms. With whom and when I wanted.  
  
  I made great money, but most importantly, I got the freedom and flexibility I needed to make a great decision for what I'd dive into next.","I talk a lot about the money I made as a consultant. 
  
  But much more importantly, it gave me the freedom and flexibility I was looking for. 
  
  I had left Uber. I was incredibly burnt out, and I needed a break. 
  
  But I also needed to make money and I was curious how my expertise would be valued by other start-ups.  
  
  As I found clients, I made sure to limit my scope and work hours to 25 hours per week. I didn't join my clients' Slack channels and I set clear boundaries when I could be reached (hint: not after 5pm). 
  
  This allowed me to pursue other endeavors (which, frankly, was the real reason I'd quit my job). 
  
  I tested start-up ideas. I started a blog. I bought (and sold) an e-commerce company. And I had free time. I explored San Francisco. I spent time with my new puppy and invested in my relationship. I got to take a half-step back from the crazy 4 years busting my butt at Uber.  
  
  And now I could work on my own terms. With whom and when I wanted.  
  
  I made great money, but most importantly, I got the freedom and flexibility I needed to make a great decision for what I'd dive into next."
1/9/2023,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7018209433407127552,"I talk a lot about how great it was to quit my job and grow my consulting business.  
  
  But quitting was scary. I didn't feel ready. So I did a crucial step before I quit to make it a lot easier: 
  
  I found out my worth in the market. 
  
  Let me explain. 
  
  I had worked at Uber for 4.5 years. I hadn't touched my resume in that time. I hadn't interviewed for other jobs. And I was a completely different professional leaving Uber than I was going into Uber. 
  
  And I had ZERO idea what my value was on the professional job market. 
  
  So first, I polished my resume. I hadn't done this in years, so I actually contracted a professional resume writing firm to help me. 
  
  Then, I submitted my resume into a few different jobs that looked interesting, I did some networking to discuss open roles at start-ups, and interviewed to understand my value.  
  
  Of course, if there had been a great opportunity, I was open to taking it. 
  
  But most importantly, I learned how others perceived my experience, and it gave me confidence if going out on my own didn't work, I had significant value in the market. 
  
  In my mind, it was my backup plan. One that I never hoped to pursue, but one that I had in my back pocket.  
  
  I'd never been on my own. And I'd always been taught that I should go get a job and move up the ladder. 
  
  But I didn't want that anymore. I wanted to be on my own. This process gave me tremendous peace of mind that the path I was leaving behind was still there for me if I needed it.","I talk a lot about how great it was to quit my job and grow my consulting business.  
  
  But quitting was scary. I didn't feel ready. So I did a crucial step before I quit to make it a lot easier: 
  
  I found out my worth in the market. 
  
  Let me explain. 
  
  I had worked at Uber for 4.5 years. I hadn't touched my resume in that time. I hadn't interviewed for other jobs. And I was a completely different professional leaving Uber than I was going into Uber. 
  
  And I had ZERO idea what my value was on the professional job market. 
  
  So first, I polished my resume. I hadn't done this in years, so I actually contracted a professional resume writing firm to help me. 
  
  Then, I submitted my resume into a few different jobs that looked interesting, I did some networking to discuss open roles at start-ups, and interviewed to understand my value.  
  
  Of course, if there had been a great opportunity, I was open to taking it. 
  
  But most importantly, I learned how others perceived my experience, and it gave me confidence if going out on my own didn't work, I had significant value in the market. 
  
  In my mind, it was my backup plan. One that I never hoped to pursue, but one that I had in my back pocket.  
  
  I'd never been on my own. And I'd always been taught that I should go get a job and move up the ladder. 
  
  But I didn't want that anymore. I wanted to be on my own. This process gave me tremendous peace of mind that the path I was leaving behind was still there for me if I needed it."
5/18/2020,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6668202591232651264,"I started Mylance out of a desire to help people experience the independent consulting life that I loved after I left Uber.  
  
  After months of learning and iterating, I've developed a 4 week bootcamp that walks through everything you need to know about freelance consulting. This includes how to find your niche, optimize your business for taxes, set your pricing, scope out projects, find and close clients, in addition to proposal and contract templates.  
  
  You'll leave the course with the materials and knowledge to start freelancing immediately, saving you ~6 months of learning on your own. Further, you're a part of the Mylance community forever. 
  
  The measure of success is that you're equipped and able to close your first client, whether that happens during the bootcamp or months after.  
  
  I'm already incredibly impressed with the caliber of folks in our June 1st cohort. We have a few slots left, so if you have strong professional experience and are interested, shoot us a note before the May 23rd deadline! 
  
  I know this is a tough time for many, so if this isn't the right time for you and you need a break, we'll likely be doing this again in July!  
  
  #learntofreelance #mylance #trysomethingnew #earnyourtruevalue","I started Mylance out of a desire to help people experience the independent consulting life that I loved after I left Uber.  
  
  After months of learning and iterating, I've developed a 4 week bootcamp that walks through everything you need to know about freelance consulting. This includes how to find your niche, optimize your business for taxes, set your pricing, scope out projects, find and close clients, in addition to proposal and contract templates.  
  
  You'll leave the course with the materials and knowledge to start freelancing immediately, saving you ~6 months of learning on your own. Further, you're a part of the Mylance community forever. 
  
  The measure of success is that you're equipped and able to close your first client, whether that happens during the bootcamp or months after.  
  
  I'm already incredibly impressed with the caliber of folks in our June 1st cohort. We have a few slots left, so if you have strong professional experience and are interested, shoot us a note before the May 23rd deadline! 
  
  I know this is a tough time for many, so if this isn't the right time for you and you need a break, we'll likely be doing this again in July!  
  
  #learntofreelance #mylance #trysomethingnew #earnyourtruevalue"
